respondent_id,contact_date,channel,action_type,time_to_response_hours
R292,2024-06-08,Email,declined,
R292,2024-08-27,Phone,sent,
R293,2024-01-24,Phone,no_response,
R293,2024-08-01,Phone,sent,
R293,2024-03-10,LinkedIn,sent,
R293,2024-08-03,Phone,sent,
R294,2024-04-13,Email,no_response,
R294,2024-08-02,Email,replied,15
R294,2024-02-23,Phone,declined,
R294,2024-10-20,Email,sent,
R295,2024-11-25,LinkedIn,sent,
R295,2024-12-01,LinkedIn,opened,
R295,2024-07-21,Email,sent,
R296,2024-10-14,Phone,opened,
R296,2024-02-14,LinkedIn,declined,
R296,2024-11-12,Email,replied,22
R296,2024-07-16,Email,opened,
R296,2024-08-03,LinkedIn,sent,
R296,2024-11-04,Phone,replied,65
R296,2024-11-27,Email,no_response,
R297,2024-07-02,LinkedIn,replied,26
R297,2024-01-27,Phone,sent,
R297,2024-06-14,LinkedIn,opened,
R298,2024-11-13,Phone,replied,21
R298,2024-09-30,Email,sent,
R298,2024-12-30,Phone,clicked,
R299,2024-04-12,Phone,sent,
R299,2024-11-28,Email,opened,
R299,2024-04-13,Email,no_response,
R300,2024-09-01,Phone,opened,
R300,2024-10-31,Email,replied,24
R300,2024-06-17,Phone,opened,
R300,2024-04-25,Email,replied,16
R300,2024-05-20,Phone,opened,
R301,2024-12-21,Phone,sent,
R301,2024-05-04,Email,sent,
R301,2024-01-25,Phone,declined,
R301,2024-07-12,Phone,no_response,
R301,2024-04-09,Email,opened,
R301,2024-01-05,Phone,opened,
R301,2024-01-19,Phone,no_response,
R302,2024-06-18,LinkedIn,replied,32
R302,2024-09-30,LinkedIn,declined,
R302,2024-09-10,LinkedIn,replied,16
R302,2024-04-30,Phone,clicked,
R302,2024-02-01,Phone,sent,
R302,2024-05-28,Phone,sent,
R302,2024-09-22,Phone,replied,42
R303,2024-02-06,Email,sent,
R303,2024-06-25,LinkedIn,opened,
R303,2024-12-07,LinkedIn,replied,32
R304,2024-01-13,Phone,sent,
R304,2024-07-01,Phone,no_response,
R304,2024-05-24,Phone,no_response,
R304,2024-09-21,Phone,replied,50
R304,2024-03-28,Phone,sent,
R305,2024-02-15,Email,sent,
R305,2024-04-28,Email,replied,41
R305,2024-01-19,Email,sent,
R305,2024-08-07,LinkedIn,clicked,
R306,2024-08-20,Email,scheduled,
R306,2024-04-03,Phone,sent,
R306,2024-09-07,LinkedIn,replied,24
R307,2024-09-06,LinkedIn,clicked,
R307,2024-10-08,Email,sent,
R307,2024-08-19,Email,sent,
R307,2024-02-15,Phone,sent,
R307,2024-02-15,Email,sent,
R307,2024-01-14,Phone,scheduled,
R307,2024-03-25,Phone,sent,
R307,2024-11-14,Email,sent,
R308,2024-11-23,LinkedIn,replied,13
R308,2024-01-03,Phone,opened,
R308,2024-01-28,LinkedIn,sent,
R308,2024-06-05,Email,replied,10
R308,2024-12-08,LinkedIn,sent,
R308,2024-11-28,LinkedIn,replied,42
R309,2024-11-27,Email,scheduled,
R309,2024-06-23,LinkedIn,scheduled,
R309,2024-04-23,Email,declined,
R309,2024-11-26,Email,opened,
R310,2024-09-06,Email,no_response,
R310,2024-02-28,Email,no_response,
R310,2024-07-21,LinkedIn,sent,
R311,2024-11-10,LinkedIn,sent,
R311,2024-08-26,LinkedIn,replied,41
R311,2024-08-21,Phone,opened,
R311,2024-10-29,LinkedIn,no_response,
R312,2024-04-04,Email,scheduled,
R312,2024-05-20,LinkedIn,clicked,
R312,2024-11-29,Phone,sent,
R312,2024-04-22,LinkedIn,sent,
R312,2024-04-18,Phone,opened,
R312,2024-12-27,Phone,clicked,
R312,2024-12-10,LinkedIn,declined,
R312,2024-10-15,LinkedIn,no_response,
R313,2024-04-06,Phone,declined,
R313,2024-11-30,Email,replied,3
R313,2024-01-16,Phone,sent,
R313,2024-02-13,Email,declined,
R313,2024-08-17,Email,sent,
R313,2024-04-17,Email,opened,
R313,2024-08-04,LinkedIn,sent,
R313,2024-09-16,Email,sent,
R314,2024-11-07,Phone,sent,
R314,2024-11-15,LinkedIn,sent,
R314,2024-07-14,Email,opened,
R315,2024-04-04,Email,replied,55
R315,2024-02-25,Email,sent,
R315,2024-02-01,Email,scheduled,
R315,2024-08-18,Email,opened,
R316,2024-01-09,Email,sent,
R316,2024-07-09,Phone,sent,
R316,2024-12-26,Email,sent,
R316,2024-07-18,Phone,replied,16
R317,2024-11-29,LinkedIn,sent,
R317,2024-06-09,LinkedIn,sent,
R317,2024-03-27,Email,sent,
R318,2024-01-21,LinkedIn,opened,
R318,2024-11-06,LinkedIn,clicked,
R318,2024-03-16,LinkedIn,sent,
R318,2024-05-20,LinkedIn,opened,
R319,2024-05-05,LinkedIn,opened,
R319,2024-09-07,LinkedIn,sent,
R319,2024-03-24,LinkedIn,sent,
R319,2024-02-17,Email,opened,
R319,2024-03-18,Email,opened,
R319,2024-01-30,LinkedIn,declined,
R320,2024-10-11,LinkedIn,clicked,
R320,2024-05-15,LinkedIn,sent,
R320,2024-05-19,LinkedIn,sent,
R320,2024-02-10,LinkedIn,opened,
R320,2024-10-08,LinkedIn,scheduled,
R320,2024-02-19,LinkedIn,sent,
R320,2024-09-14,Email,replied,44
R320,2024-11-06,Phone,opened,
R321,2024-12-25,Email,sent,
R321,2024-09-26,Email,clicked,
R321,2024-05-13,Email,sent,
R321,2024-08-21,Email,opened,
R321,2024-05-07,Phone,opened,
R321,2024-04-13,Email,sent,
R321,2024-09-10,LinkedIn,no_response,
R322,2024-04-04,Phone,replied,30
R322,2024-12-02,Email,sent,
R322,2024-08-04,Phone,sent,
R322,2024-03-01,Email,sent,
R322,2024-09-24,Phone,replied,37
R323,2024-08-28,Phone,sent,
R323,2024-01-13,Email,sent,
R323,2024-05-26,Email,sent,
R323,2024-08-27,Email,sent,
R324,2024-03-29,LinkedIn,declined,
R324,2024-04-04,Email,declined,
R324,2024-11-10,Email,opened,
R324,2024-10-19,Email,clicked,
R325,2024-01-25,Phone,opened,
R325,2024-09-28,Phone,sent,
R325,2024-06-14,Phone,sent,
R325,2024-09-06,Phone,sent,
R325,2024-03-27,LinkedIn,declined,
R326,2024-05-21,Phone,replied,60
R326,2024-05-13,Email,sent,
R326,2024-10-05,Email,sent,
R327,2024-05-05,Email,sent,
R327,2024-11-11,Email,no_response,
R327,2024-05-20,Email,no_response,
R327,2024-12-21,Email,sent,
R327,2024-04-12,Email,scheduled,
R328,2024-08-13,Phone,no_response,
R328,2024-03-03,Phone,sent,
R328,2024-10-20,Phone,opened,
R329,2024-11-01,Email,scheduled,
R329,2024-09-10,Email,sent,
R329,2024-06-28,Phone,opened,
R329,2024-02-09,Email,sent,
R329,2024-09-20,Email,clicked,
R329,2024-07-07,Email,replied,24
R330,2024-01-08,LinkedIn,opened,
R330,2024-04-13,Phone,sent,
R330,2024-08-12,LinkedIn,sent,
R330,2024-02-03,LinkedIn,opened,
R330,2024-08-23,LinkedIn,sent,
R330,2024-08-15,LinkedIn,opened,
R331,2024-07-06,Email,sent,
R331,2024-11-08,Phone,replied,26
R331,2024-01-22,Email,replied,58
R331,2024-12-08,Email,replied,9
R331,2024-02-09,Phone,sent,
R331,2024-06-21,LinkedIn,declined,
R331,2024-06-27,Email,sent,
R331,2024-03-26,Email,replied,61
R332,2024-05-12,Email,sent,
R332,2024-12-16,Phone,replied,19
R332,2024-01-13,Email,opened,
R332,2024-01-28,LinkedIn,replied,28
R332,2024-03-24,LinkedIn,no_response,
R333,2024-11-13,Email,sent,
R333,2024-12-14,Email,replied,7
R333,2024-12-08,Email,sent,
R333,2024-10-06,Phone,replied,45
R334,2024-12-19,Email,declined,
R334,2024-09-19,Email,replied,63
R334,2024-06-14,Email,sent,
R334,2024-10-19,Email,sent,
R334,2024-03-08,Phone,declined,
R335,2024-08-13,LinkedIn,replied,37
R335,2024-06-18,LinkedIn,sent,
R335,2024-03-26,LinkedIn,sent,
R336,2024-05-12,Phone,sent,
R336,2024-06-26,Email,no_response,
R336,2024-12-08,Email,declined,
R336,2024-09-08,Email,sent,
R336,2024-01-15,LinkedIn,sent,
R336,2024-08-10,Email,opened,
R337,2024-07-19,Email,sent,
R337,2024-04-16,Phone,declined,
R337,2024-09-06,LinkedIn,sent,
R338,2024-03-29,Email,clicked,
R338,2024-05-04,Email,no_response,
R338,2024-04-22,Email,opened,
R339,2024-05-16,Phone,sent,
R339,2024-09-03,Email,declined,
R339,2024-06-14,LinkedIn,sent,
R339,2024-05-29,Email,replied,16
R340,2024-12-28,LinkedIn,sent,
R340,2024-12-08,Email,replied,5
R340,2024-03-08,Email,sent,
R341,2024-08-08,Email,sent,
R341,2024-09-27,Email,sent,
R341,2024-11-16,Email,replied,29
R341,2024-11-05,LinkedIn,replied,52
R342,2024-12-14,Phone,sent,
R342,2024-01-20,Phone,sent,
R342,2024-10-15,Phone,sent,
R342,2024-04-09,LinkedIn,sent,
R342,2024-09-08,Phone,replied,23
R343,2024-03-17,Email,sent,
R343,2024-05-14,Email,declined,
R343,2024-06-21,Email,declined,
R343,2024-12-28,Email,opened,
R344,2024-07-19,Email,no_response,
R344,2024-08-04,Email,sent,
R344,2024-07-26,LinkedIn,sent,
R345,2024-03-14,Email,declined,
R345,2024-01-11,Email,sent,
R345,2024-10-13,Email,sent,
R345,2024-09-12,Email,replied,6
R345,2024-01-12,Email,opened,
R346,2024-03-18,Email,sent,
R346,2024-06-20,Email,scheduled,
R346,2024-04-05,LinkedIn,sent,
R346,2024-11-01,Email,replied,36
R347,2024-09-29,Phone,sent,
R347,2024-06-27,Phone,clicked,
R347,2024-03-04,Phone,declined,
R347,2024-05-11,Phone,opened,
R347,2024-12-08,Phone,declined,
R347,2024-09-28,Phone,replied,57
R348,2024-11-14,Phone,declined,
R348,2024-11-27,Email,sent,
R348,2024-12-06,Email,opened,
R348,2024-04-18,Email,replied,33
R348,2024-09-29,Email,sent,
R349,2024-06-16,Email,clicked,
R349,2024-06-28,LinkedIn,opened,
R349,2024-02-27,Phone,sent,
R350,2024-03-19,Email,sent,
R350,2024-03-01,LinkedIn,replied,49
R350,2024-04-30,Email,scheduled,
R350,2024-07-25,Email,sent,
R350,2024-02-03,Email,replied,41
R350,2024-03-10,LinkedIn,opened,
R350,2024-01-17,Phone,replied,55
R351,2024-01-20,LinkedIn,sent,
R351,2024-11-10,LinkedIn,replied,26
R351,2024-03-09,Phone,opened,
R351,2024-08-02,LinkedIn,scheduled,
R352,2024-06-09,LinkedIn,sent,
R352,2024-04-11,LinkedIn,sent,
R352,2024-07-24,LinkedIn,sent,
R353,2024-05-24,Phone,replied,37
R353,2024-02-26,Phone,sent,
R353,2024-03-23,Email,scheduled,
R353,2024-09-25,LinkedIn,sent,
R353,2024-07-05,Phone,sent,
R354,2024-01-06,LinkedIn,sent,
R354,2024-12-18,LinkedIn,declined,
R354,2024-12-15,LinkedIn,declined,
R354,2024-04-19,Email,replied,17
R354,2024-05-17,LinkedIn,replied,32
R354,2024-02-20,Phone,sent,
R355,2024-02-20,Email,no_response,
R355,2024-03-27,LinkedIn,sent,
R355,2024-03-08,LinkedIn,no_response,
R356,2024-03-24,Email,sent,
R356,2024-02-11,LinkedIn,no_response,
R356,2024-08-06,Email,sent,
R356,2024-02-26,Email,sent,
R356,2024-08-13,Email,sent,
R357,2024-07-14,Email,sent,
R357,2024-09-04,Email,sent,
R357,2024-06-14,Phone,no_response,
R357,2024-03-02,Email,declined,
R357,2024-09-19,Email,sent,
R357,2024-04-21,Email,sent,
R358,2024-09-09,LinkedIn,sent,
R358,2024-07-17,Phone,no_response,
R358,2024-06-26,Phone,sent,
R359,2024-01-26,Email,opened,
R359,2024-09-02,Email,sent,
R359,2024-01-19,Email,opened,
R360,2024-09-21,LinkedIn,sent,
R360,2024-11-12,Email,sent,
R360,2024-01-20,Email,sent,
R360,2024-04-15,Email,sent,
R360,2024-08-24,Email,sent,
R360,2024-11-01,LinkedIn,clicked,
R361,2024-09-02,Email,sent,
R361,2024-03-21,Phone,sent,
R361,2024-05-29,LinkedIn,sent,
R361,2024-01-10,Phone,no_response,
R362,2024-11-16,Email,declined,
R362,2024-08-11,Phone,no_response,
R362,2024-09-20,Email,sent,
R362,2024-05-28,Email,sent,
R362,2024-10-04,Email,sent,
R362,2024-09-30,Email,opened,
R363,2024-07-12,Phone,opened,
R363,2024-06-20,Phone,replied,28
R363,2024-09-21,Email,no_response,
R363,2024-11-05,Email,sent,
R363,2024-01-26,Phone,sent,
R363,2024-12-15,Phone,sent,
R363,2024-12-21,LinkedIn,sent,
R363,2024-01-26,Phone,replied,25
R364,2024-02-03,Email,sent,
R364,2024-09-20,LinkedIn,replied,47
R364,2024-05-17,LinkedIn,opened,
R364,2024-10-30,LinkedIn,opened,
R364,2024-07-01,LinkedIn,sent,
R364,2024-12-28,LinkedIn,declined,
R364,2024-08-29,LinkedIn,opened,
R365,2024-02-23,LinkedIn,sent,
R365,2024-06-16,LinkedIn,sent,
R365,2024-04-28,Phone,sent,
R365,2024-05-22,LinkedIn,opened,
R366,2024-03-21,Phone,sent,
R366,2024-09-01,Phone,clicked,
R366,2024-12-17,Email,clicked,
R366,2024-12-23,Phone,sent,
R366,2024-03-02,Phone,opened,
R366,2024-02-15,Phone,sent,
R366,2024-03-27,LinkedIn,clicked,
R366,2024-04-08,Email,sent,
R367,2024-10-21,Phone,sent,
R367,2024-02-22,Email,sent,
R367,2024-07-10,Email,replied,22
R368,2024-03-20,Email,sent,
R368,2024-01-16,Email,sent,
R368,2024-12-25,Email,sent,
R368,2024-11-21,Phone,sent,
R368,2024-07-12,Email,declined,
R368,2024-05-20,Email,opened,
R368,2024-04-17,Email,replied,61
R368,2024-10-29,Email,sent,
R369,2024-09-21,Email,sent,
R369,2024-10-16,Email,scheduled,
R369,2024-07-27,LinkedIn,clicked,
R369,2024-06-13,LinkedIn,sent,
R369,2024-12-07,Email,opened,
R369,2024-11-15,Email,declined,
R370,2024-05-31,Email,sent,
R370,2024-10-16,Email,no_response,
R370,2024-09-24,LinkedIn,sent,
R370,2024-05-30,Email,replied,44
R370,2024-07-25,Email,opened,
R370,2024-09-11,Email,sent,
R370,2024-12-18,Email,opened,
R371,2024-05-20,LinkedIn,replied,20
R371,2024-12-08,Phone,scheduled,
R371,2024-12-23,LinkedIn,sent,
R371,2024-04-05,Email,opened,
R371,2024-08-14,LinkedIn,opened,
R371,2024-07-11,Email,sent,
R371,2024-10-29,LinkedIn,sent,
R371,2024-11-09,Phone,opened,
R372,2024-04-27,Email,sent,
R372,2024-01-05,LinkedIn,sent,
R372,2024-12-17,Phone,declined,
R372,2024-08-30,Phone,opened,
R372,2024-01-21,Phone,sent,
R373,2024-05-31,LinkedIn,sent,
R373,2024-05-07,Email,opened,
R373,2024-05-03,LinkedIn,clicked,
R373,2024-05-25,Phone,clicked,
R374,2024-10-03,LinkedIn,sent,
R374,2024-11-05,Email,clicked,
R374,2024-05-31,Email,replied,50
R374,2024-12-25,Email,sent,
R374,2024-04-20,Phone,sent,
R374,2024-04-25,Email,replied,47
R374,2024-07-06,Email,sent,
R374,2024-02-26,LinkedIn,sent,
R375,2024-09-07,Phone,sent,
R375,2024-05-29,Phone,sent,
R375,2024-06-10,Email,opened,
R375,2024-04-29,Phone,sent,
R375,2024-03-10,Email,replied,47
R375,2024-12-16,Phone,opened,
R376,2024-04-08,Email,opened,
R376,2024-06-15,LinkedIn,sent,
R376,2024-10-24,Email,clicked,
R376,2024-05-30,Email,sent,
R377,2024-11-21,LinkedIn,declined,
R377,2024-01-02,Email,no_response,
R377,2024-05-31,Email,clicked,
R378,2024-12-30,Email,opened,
R378,2024-03-05,Email,declined,
R378,2024-11-21,Email,opened,
R379,2024-03-09,Phone,sent,
R379,2024-04-30,Email,sent,
R379,2024-04-18,Phone,replied,72
R380,2024-11-11,Phone,sent,
R380,2024-09-03,LinkedIn,replied,51
R380,2024-04-02,LinkedIn,sent,
R380,2024-09-24,LinkedIn,opened,
R380,2024-04-12,Email,declined,
R380,2024-04-21,LinkedIn,sent,
R380,2024-11-16,LinkedIn,no_response,
R381,2024-10-30,LinkedIn,clicked,
R381,2024-12-09,Email,opened,
R381,2024-03-02,LinkedIn,opened,
R381,2024-10-26,LinkedIn,sent,
R381,2024-05-15,LinkedIn,sent,
R381,2024-02-24,Email,sent,
R382,2024-04-17,Phone,sent,
R382,2024-10-29,Phone,replied,55
R382,2024-09-14,Phone,opened,
R382,2024-09-09,Phone,declined,
R382,2024-08-09,Phone,opened,
R382,2024-06-15,Phone,sent,
R382,2024-06-08,LinkedIn,opened,
R382,2024-06-14,Phone,declined,
R383,2024-07-23,Phone,sent,
R383,2024-09-23,Email,no_response,
R383,2024-05-17,Phone,opened,
R383,2024-12-11,Email,sent,
R383,2024-09-04,Email,opened,
R383,2024-02-24,Email,sent,
R384,2024-07-27,Email,sent,
R384,2024-01-17,Phone,replied,39
R384,2024-03-08,Email,replied,14
R384,2024-05-12,Email,replied,69
R384,2024-07-06,Email,replied,47
R385,2024-11-03,Email,replied,21
R385,2024-05-17,Phone,replied,15
R385,2024-06-22,LinkedIn,sent,
R386,2024-04-06,Email,opened,
R386,2024-06-19,Phone,sent,
R386,2024-06-02,Email,opened,
R386,2024-07-01,Email,replied,1
R387,2024-08-29,LinkedIn,sent,
R387,2024-10-30,LinkedIn,clicked,
R387,2024-10-11,LinkedIn,clicked,
R387,2024-01-27,LinkedIn,sent,
R387,2024-12-25,Phone,sent,
R387,2024-02-29,LinkedIn,opened,
R388,2024-07-20,Phone,sent,
R388,2024-09-06,Phone,opened,
R388,2024-12-27,Email,opened,
R388,2024-03-09,Phone,opened,
R388,2024-01-21,Phone,sent,
R388,2024-05-31,Phone,opened,
R389,2024-04-11,LinkedIn,sent,
R389,2024-04-04,Email,no_response,
R389,2024-12-26,LinkedIn,sent,
R389,2024-08-16,LinkedIn,no_response,
R389,2024-05-04,LinkedIn,clicked,
R389,2024-09-14,LinkedIn,declined,
R389,2024-11-17,LinkedIn,sent,
R390,2024-08-23,Email,sent,
R390,2024-06-10,Email,sent,
R390,2024-02-11,Email,sent,
R390,2024-10-02,LinkedIn,replied,10
R390,2024-12-18,LinkedIn,sent,
R390,2024-03-08,Email,replied,23
R391,2024-06-21,Phone,declined,
R391,2024-11-26,Phone,sent,
R391,2024-05-04,Phone,clicked,
R391,2024-06-18,Phone,sent,
R391,2024-02-16,Phone,sent,
R391,2024-09-17,Phone,sent,
R392,2024-08-04,LinkedIn,replied,18
R392,2024-10-31,Phone,opened,
R392,2024-05-03,Phone,declined,
R393,2024-10-19,Email,sent,
R393,2024-06-10,Email,opened,
R393,2024-07-19,LinkedIn,sent,
R394,2024-10-01,Email,sent,
R394,2024-07-24,Email,sent,
R394,2024-02-09,Email,opened,
R394,2024-09-29,Email,declined,
R394,2024-07-06,LinkedIn,sent,
R394,2024-12-20,Email,replied,58
R394,2024-04-02,Email,sent,
R395,2024-02-11,LinkedIn,opened,
R395,2024-04-16,Email,sent,
R395,2024-11-23,LinkedIn,sent,
R395,2024-03-05,Email,replied,52
R395,2024-12-30,Email,no_response,
R395,2024-11-04,Email,clicked,
R396,2024-05-14,LinkedIn,replied,46
R396,2024-01-24,LinkedIn,replied,13
R396,2024-01-28,LinkedIn,declined,
R396,2024-03-02,Email,replied,17
R396,2024-09-29,LinkedIn,opened,
R396,2024-08-16,LinkedIn,clicked,
R396,2024-01-20,LinkedIn,replied,67
R397,2024-01-03,Email,sent,
R397,2024-08-05,Email,no_response,
R397,2024-11-02,LinkedIn,sent,
R397,2024-05-15,Email,no_response,
R397,2024-01-03,LinkedIn,sent,
R397,2024-07-11,LinkedIn,sent,
R397,2024-03-13,Email,sent,
R398,2024-12-26,LinkedIn,no_response,
R398,2024-04-27,LinkedIn,sent,
R398,2024-06-02,LinkedIn,opened,
R398,2024-07-27,Phone,clicked,
R398,2024-02-03,LinkedIn,sent,
R398,2024-05-16,LinkedIn,replied,61
R399,2024-11-13,Email,sent,
R399,2024-04-29,Email,opened,
R399,2024-04-24,Phone,opened,
R399,2024-01-13,Email,sent,
R399,2024-03-09,Email,sent,
R399,2024-11-28,Phone,scheduled,
R399,2024-09-13,Email,replied,65
R399,2024-03-29,Email,sent,
R400,2024-02-16,LinkedIn,sent,
R400,2024-09-16,LinkedIn,replied,53
R400,2024-08-15,Email,sent,
R400,2024-06-28,LinkedIn,opened,
R400,2024-01-10,LinkedIn,opened,
R401,2024-10-10,Email,sent,
R401,2024-05-05,Email,clicked,
R401,2024-05-13,Email,replied,5
R401,2024-06-03,Email,sent,
R402,2024-09-04,LinkedIn,declined,
R402,2024-05-19,LinkedIn,clicked,
R402,2024-11-13,LinkedIn,opened,
R402,2024-06-24,Email,sent,
R403,2024-11-18,LinkedIn,declined,
R403,2024-06-22,LinkedIn,sent,
R403,2024-03-14,LinkedIn,sent,
R403,2024-12-16,LinkedIn,replied,32
R403,2024-05-22,LinkedIn,declined,
R404,2024-10-18,Email,replied,45
R404,2024-04-21,Email,sent,
R404,2024-07-24,LinkedIn,no_response,
R405,2024-05-10,Phone,opened,
R405,2024-04-19,Email,replied,56
R405,2024-03-07,Phone,replied,5
R405,2024-03-26,LinkedIn,replied,34
R405,2024-10-01,Email,replied,61
R405,2024-08-14,Email,sent,
R405,2024-11-20,Email,declined,
R406,2024-01-10,LinkedIn,sent,
R406,2024-12-20,Phone,scheduled,
R406,2024-10-14,Email,replied,62
R407,2024-04-21,Email,sent,
R407,2024-01-24,Email,opened,
R407,2024-10-17,Email,scheduled,
R408,2024-12-04,LinkedIn,sent,
R408,2024-11-21,Email,sent,
R408,2024-06-16,Email,sent,
R408,2024-04-18,Email,sent,
R408,2024-07-08,LinkedIn,declined,
R408,2024-12-20,Email,opened,
R408,2024-07-14,LinkedIn,sent,
R408,2024-02-02,LinkedIn,replied,69
R409,2024-07-23,Phone,declined,
R409,2024-11-07,Phone,opened,
R409,2024-06-30,Phone,sent,
R409,2024-05-26,Phone,declined,
R410,2024-09-24,LinkedIn,sent,
R410,2024-01-11,LinkedIn,clicked,
R410,2024-03-10,LinkedIn,clicked,
R410,2024-09-12,LinkedIn,sent,
R411,2024-08-06,LinkedIn,replied,63
R411,2024-10-23,Phone,opened,
R411,2024-12-27,Phone,sent,
R411,2024-09-15,LinkedIn,replied,44
R412,2024-01-03,Email,sent,
R412,2024-03-24,Email,scheduled,
R412,2024-06-04,Email,clicked,
R412,2024-05-30,Email,sent,
R413,2024-06-24,LinkedIn,replied,28
R413,2024-07-13,Phone,opened,
R413,2024-04-16,Email,opened,
R414,2024-05-13,Phone,replied,70
R414,2024-10-02,Email,opened,
R414,2024-12-17,Phone,scheduled,
R414,2024-06-03,Phone,no_response,
R414,2024-10-03,Phone,sent,
R414,2024-08-23,Phone,sent,
R414,2024-08-27,Phone,sent,
R414,2024-01-13,Phone,replied,13
R415,2024-12-07,LinkedIn,sent,
R415,2024-02-04,Email,sent,
R415,2024-02-16,LinkedIn,sent,
R415,2024-08-01,LinkedIn,sent,
R415,2024-05-25,LinkedIn,clicked,
R415,2024-06-07,LinkedIn,replied,43
R415,2024-05-04,Phone,sent,
R415,2024-04-19,LinkedIn,sent,
R416,2024-02-06,LinkedIn,declined,
R416,2024-10-03,LinkedIn,sent,
R416,2024-01-14,Phone,replied,30
R416,2024-12-12,Phone,opened,
R416,2024-08-19,LinkedIn,sent,
R416,2024-11-11,LinkedIn,replied,26
R416,2024-05-03,LinkedIn,sent,
R416,2024-10-05,LinkedIn,sent,
R417,2024-04-20,Email,sent,
R417,2024-05-03,Email,replied,63
R417,2024-01-30,Email,declined,
R418,2024-04-24,Email,sent,
R418,2024-03-30,LinkedIn,declined,
R418,2024-07-30,Email,opened,
R418,2024-02-07,Phone,sent,
R418,2024-03-23,Email,clicked,
R419,2024-01-27,Email,no_response,
R419,2024-08-04,Email,opened,
R419,2024-12-25,LinkedIn,sent,
R420,2024-08-02,Email,sent,
R420,2024-08-08,Email,declined,
R420,2024-01-15,LinkedIn,no_response,
R420,2024-09-15,LinkedIn,clicked,
R420,2024-09-22,Email,no_response,
R420,2024-04-29,Email,scheduled,
R420,2024-05-07,Email,replied,57
R421,2024-07-29,Email,sent,
R421,2024-01-11,Email,sent,
R421,2024-06-24,Phone,opened,
R422,2024-05-12,LinkedIn,sent,
R422,2024-11-20,Email,no_response,
R422,2024-11-15,LinkedIn,replied,64
R423,2024-01-14,Phone,opened,
R423,2024-02-19,Phone,replied,49
R423,2024-03-12,Phone,opened,
R423,2024-03-09,Phone,opened,
R423,2024-01-16,Email,scheduled,
R423,2024-11-29,Phone,sent,
R423,2024-12-22,Phone,sent,
R424,2024-02-25,Phone,opened,
R424,2024-04-14,Email,replied,52
R424,2024-05-11,Email,clicked,
R425,2024-02-17,LinkedIn,sent,
R425,2024-09-04,LinkedIn,sent,
R425,2024-09-29,LinkedIn,replied,63
R425,2024-04-20,Phone,opened,
R425,2024-11-21,LinkedIn,replied,13
R426,2024-12-01,Phone,opened,
R426,2024-12-14,Phone,opened,
R426,2024-02-07,Email,scheduled,
R426,2024-12-22,Phone,sent,
R426,2024-08-27,Phone,clicked,
R427,2024-11-13,LinkedIn,opened,
R427,2024-04-30,LinkedIn,declined,
R427,2024-02-17,LinkedIn,replied,45
R428,2024-01-10,Email,sent,
R428,2024-08-20,Email,opened,
R428,2024-02-05,LinkedIn,sent,
R428,2024-01-04,Email,sent,
R428,2024-02-13,Email,clicked,
R428,2024-02-25,Email,sent,
R428,2024-02-11,Email,opened,
R429,2024-09-11,Phone,sent,
R429,2024-08-15,Phone,sent,
R429,2024-04-23,LinkedIn,sent,
R429,2024-08-24,LinkedIn,sent,
R429,2024-06-22,LinkedIn,replied,46
R429,2024-09-11,LinkedIn,declined,
R430,2024-10-03,LinkedIn,replied,41
R430,2024-11-30,LinkedIn,sent,
R430,2024-03-09,LinkedIn,declined,
R431,2024-11-21,LinkedIn,clicked,
R431,2024-08-17,Phone,sent,
R431,2024-03-07,LinkedIn,scheduled,
R432,2024-10-30,Email,scheduled,
R432,2024-02-05,LinkedIn,opened,
R432,2024-06-07,LinkedIn,clicked,
R432,2024-05-28,Phone,sent,
R433,2024-01-27,Phone,sent,
R433,2024-03-12,LinkedIn,opened,
R433,2024-09-04,Phone,replied,46
R433,2024-04-10,Email,sent,
R433,2024-07-08,Phone,sent,
R433,2024-04-05,Phone,opened,
R434,2024-10-08,Email,declined,
R434,2024-11-17,Email,scheduled,
R434,2024-10-04,LinkedIn,sent,
R434,2024-01-17,LinkedIn,clicked,
R434,2024-09-19,LinkedIn,sent,
R434,2024-04-16,LinkedIn,opened,
R435,2024-03-08,Email,opened,
R435,2024-05-07,Phone,scheduled,
R435,2024-10-19,Email,no_response,
R435,2024-10-20,Email,clicked,
R435,2024-04-05,Email,opened,
R435,2024-01-01,Email,sent,
R436,2024-10-24,LinkedIn,sent,
R436,2024-06-28,Email,replied,1
R436,2024-06-29,Email,opened,
R436,2024-08-22,LinkedIn,opened,
R436,2024-11-14,LinkedIn,declined,
R436,2024-12-02,LinkedIn,sent,
R436,2024-01-08,LinkedIn,no_response,
R437,2024-01-27,Phone,replied,68
R437,2024-11-03,Email,replied,12
R437,2024-05-25,Email,sent,
R438,2024-03-31,Phone,opened,
R438,2024-12-07,LinkedIn,sent,
R438,2024-09-28,Email,opened,
R438,2024-11-17,LinkedIn,scheduled,
R438,2024-01-05,Email,sent,
R438,2024-03-22,Phone,clicked,
R439,2024-08-06,Email,opened,
R439,2024-04-27,LinkedIn,replied,35
R439,2024-03-21,Email,opened,
R439,2024-03-10,Email,sent,
R439,2024-04-24,Email,sent,
R440,2024-09-19,LinkedIn,replied,33
R440,2024-11-01,Email,sent,
R440,2024-05-21,Email,sent,
R441,2024-07-25,Email,sent,
R441,2024-04-20,Phone,sent,
